,Tweet,Sentiment
587,"768. ""@Dionisiusanas Dalam hal dirasakan ada yang bertentangan, dapat dilakukan pengujian materi peraturan tersebut sesuai dengan ketentuan perundang-undangan.""",768. Netral
588,"769. ""@Dionisiusanas Haloo Sobat Kredibel.. Terima kasih atas atensinya, Konten yang kami sampaikan merujuk kepada beberapa UU dan Peraturan Pemerintah terkait, yaitu UU Nomor 2 Tahun 2017, UU Nomor 6 Tahun 2017, dan PP Nomor 15 Tahun 2021, dan kaitannya dalam pengadaan barang/jasa.""",769. Positif
589,"770. ""@LaodeMSyarif @sociotalker pengumuman tendernya sih nggak ada ya..@LKPP_RI perlu segera mendalami hal ini, apakah pengadaan Shadow/Mirror organization 400an org di @Kemdikbud_RI ini sesuai prosedur@bpkri perlu Audit total.., jangan sampai memberikan WTP bulan Juni lalu, tp ternyata ada kasus spt ini😏""",770. Neg
590,"771. ""@LKPP_RI Apakah penyetaraan jabatan administrasi ke dalam jabatan fungsional wajib untuk mengikuti uji kompetensi dari LKPP? Terima kasih.""",771. Netral
591,"772. ""@LKPP_RI min bantuannya dong website E-Katalog lemot banget, apa maintenance ya? 🥲""",772. Netral
592,"773. ""@kazlialexandria @SINDOnews Setuju satu paket cukup penambahan suplai listrik dari sel surya tidak perlu kenaikan KWH agar biaya listrik hemat serta kompor dan sel surya wajib di e-catalog agar mendorong industri nasional dilarang impor @DPR_RI @KemenkeuRI @KementerianESDM @dewanenergi @LKPP_RI  @pln_123""",773. Positif
593,"774. ""@LKPP_RI min, mau tanya dong. Sebenernya udah ada regulasi atau belum sih terkait kewajiban badan usaha jasa konsultan Non Konstruksi untuk ikut pengadaan di pemerintahan?mohon infonya ya min""",774. Netral
594,"775. ""@LKPP_RI Ada hadiahnya ga?""",775. Netral
595,"776. ""Semangat Senin Sobat Kredibel.. Saatnya #KuisBaja !Seperti kalian ketahui, proses penayangan produk dalam Katalog Elektronik telah mengalami perubahan.Sekarang mimin tes pengetahuan Sobat semua dengan pertanyaan berikut ini 😀Yuk, temukan jawaban yang paling tepat!#LKPP https://t.co/NUvJcnOwQ0""",776. Positif
596,"777. ""@LKPP_RI Mohon info apakah akses data ""daftar LPSE"" dan ""Tender Umum Publik"" di laman https://t.co/dYvDZzetAr saat ini telah dinonaktifkan? Jika betul bagaimanakah kami bisa memperoleh data tersebut untuk keperluan analisis di UKPBJ kami?""",777. Netral
597,"778. ""RT @biroapbj_jtg :Kami informasikan mulai jumat 16 sept pkl 22.00 WIB s.d 17 Sept pkl 04.00 WIB akan dilakukan Pemeliharaan Data Center @LKPP_RI utk memperbaiki kualitas layanan kpd masy..Mohon maaf atas ketidaknyamanannya#PantauElshinta https://t.co/yY6BYJcFSp""",778. Positif
598,"779. ""Mumpung lagi weekend, mimin mau nonton film @noktahmerahperkawinan dulu nih Sob..Selain kita dukung dan tingkatkan penggunaan produk dalam negeri dalam PBJP, yuk kita dukung juga perfilman Indonesia!Mimin aja nontonnya film Indonesia, masa kamu enggak!!#FilmIndonesia#LKPP https://t.co/meffjwRyiy""",779. Positif
599,"780. ""Haloo Sobat Kredibel.. Wah akhirnya weekend nih Sob, terima kasih sudah bekerja keras sepekan terakhir.. Kita boleh refreshing dulu lhoo dari segudang pekerjaan kita yang melelahkan, agar Senin esok siap untuk kembali bekerja.#LKPP#FilmIndonesia#noktahmerahperkawinan https://t.co/FzAf4dsDEP""",780. Positif
600,"801. """"Saya harap, selain adanya PKS ini, ada komitemen pimpinan di LPP RRI untuk mendukung peningkatan tata kelola UKPBJ ini. Karena tanpa adanya komitmen pimpinan, sulit untuk membangun tata kelola UKPBJ hingga level-3” Ujar Robin.""",801. Netral
601,"802. ""Dalam kesempatannya, Robin juga mengingatkan akan pentingnya komitmen dari pimpinan dan seluruh entitas dalam meningkatkan tata Kelola UKPBJ di lingkungan LPP RRI.""",802. Netral
602,"803. ""Meskipun UKPBJ LKPP telah lebih dulu mencapai level proaktif, namun Robin berharap LKPP dapat menemukan pembelajaran baru selama membina UKPBJ RRI.""",803. Netral
603,"804. ""Sekretaris Utama LKPP Robin Asad Suryo mengungkapkan, bahwa dengan adanya kerjasama ini, diharapkan terjadinya pembelajaran dua arah antara LKPP dan RRI.""",804. Netral
604,"805. ""Kerja Sama yang dijalin ini salah satunya dimaksudkan sebagai pedoman bagi LKPP dan LPP RRI dalam rangka meningkatkan kapabilitas SDM di UKPBJ di lingkungan LPP RRI untuk menuju Pusat Keunggulan Pengadaan dan peningkatan kompetensi SDM pengadaan barang/jasa di lingkungan LPP RRI.""",805. Netral
605,"806. ""Kerja sama yang dibangun ini juga untuk mengoptimalkan pemanfaatan sistem pengadaan secara elektronik di Lingkungan LPP RRI.""",806. Netral
606,"807. ""JAKARTA - Dalam rangka meningkatkan tata kelola unit kerja pengadaan barang/jasa (UKPBJ) di lingkungan Lembaga Penyiaran Publik Radio Republik Indonesia (RRI), RRI melakukan kerja sama dengan Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah. https://t.co/okiZoiiUJr""",807. Netral
607,"808. ""@LKPP_RI Apakah berarti SKA sudah tidak diperlukan lagi ?""",808. Netral
608,"809. ""https://t.co/cvvomDZ2G2Arsitek cukup gunakan STRA dalam Penyelenggaraan Pengadaan Barang/Jasa @LKPP_RI""",809. Netral
609,"810. ""Via @LKPP_RI""",810. Netral
610,"831. ""Pada kesempatannya Robin mengatakan bahwa dalam kurun waktu lima tahun terakhir, persentase realisasi penyerapan anggaran LKPP konsisten di atas 90%. Konsistensi ini menunjukan bahwa LKPP fokus mengutamakan layanan dengan tujuan pemulihan ekonomi.""",831. Netral
611,"832. ""Hadir secara langsung Sekretaris Utama Robin Asad Suryo, Deputi Bidang Monitoring dan Evaluasi LKPP Gatot P. Poetranto, Deputi Bidang Pengembangan dan Pembinaan Sumber Daya Manusia Sutan S. Lubis, Deputi Bidang Hukum dan Penyelesaian Sanggah Setya Budi Arijanta beserta jajaran.""",832. Netral
612,"833. ""Jakarta – LKPP hadir dalam Rapat Dengar Pendapat (RDP) bersama Komisi XI DPR RI di Gedung Nusantara I, Jakarta pada Kamis (8/9). https://t.co/JTrki9Gm0D""",833. Netral
613,"834. ""Sarah juga menyampaikan, bahwa selama dirinya bergabung di LKPP, banyak capaian dan gebrakan positif yang telah dilakukan oleh Anas.“Saya harap rumah (LKPP) ini bukan hanya rumah yang menafkahi kita, namun menjadi rumah kebanggan untuk kita semua.” Pungkas Anas. https://t.co/zWTCvI1n6q""",834. Positif
614,"835. ""Turut menyampaikan arahan, Deputi Bidang Pengembangan Strategi dan Kebijakan LKPP Sarah Sadiqa mengungkapkan harapan yang sama. “Harapan kami, hubungan LKPP dengan KemenPANRB bisa lebih baik karena Bapaknya sama.” Ujar Sarah.""",835. Positif
615,"836. ""Sekretaris Utama LKPP Robin Asad Suryo dalam kesempatannya menyampaikan dua hal kepada Menteri PANRB. Robin sangat mengapresiasi kepemimpinan Anas selama menjabat sebagai Kepala LKPP, Robin menilai Anas telah memberikan legacy yang banyak dan diakui oleh banyak instansi. https://t.co/dKm9b8oZFc""",836. Positif
616,"837. ""Hal tersebut disampaikan Anas dalam acara Afternoon Tea: Penyampaian Arahan oleh Pimpinan LKPP pada Kamis (8/9) di Gedung LKPP""",837. Netral
617,"838. ""“Delapan bulan ini adalah delapan bulan yang indah bagi saya, karena berbagai target telah tercapai. Terima kasih atas dukungan dan kerja sama (pimpinan dan pegawai) selama ini. Tantangan dan hambatan selalu ada, namun oportunity yang ada juga besar.” Ungkap Anas. https://t.co/2woafDlVR1""",838. Positif
618,"839. ""Menjabat selama 8 bulan sebagai Kepala LKPP, Anas tidak memungkiri banyak hambatan dan tantangan yang dihadapi. Namun dengan kerja sama di internal LKPP dan adanya kolaborasi antara LKPP dengan K/L/PD, semua target yang tidak mungkin menjadi hal sangat mudah untuk dicapai.""",839. Positif
619,"840. ""Jakarta – Kepala LKPP ke-5 Abdullah Azwar Anas resmi dilantik oleh Presiden RI Joko Widodo menjadi Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Menteri PANRB pada Kabinet Indonesia Maju pada Rabu (7/9) di Istana Negara, Jakarta. https://t.co/sy8I6miuEg""",
620,"851. ""Jakarta - LKPP melanjutkan safari Percepatan Katalog Sektoral di Kementerian Energi dan Sumber Daya Mineral, Rabu (07/09) di Jakarta.""",851. Netral
621,"852. ""@LKPP_RI @kempanrb Gantinya kepala LKPP siapa min?""",852. Netral
622,"853. ""@BoedakB99178454 @nadiemmakarim @Kemendiknas @LKPP_RI Anggaran DAK TIK/SD/SMP/SMA/SMK/SKB/PKBM Tahun 2022 , utk Prov Jabar -+ = 430 M 🤔Pastinya akan banjir ""Rabat"" dr Distributor kpd Oknum Dinas, dgn cttn, asalkan Dinas m'beli brg darinya 🤔 https://t.co/ibjztIN7ot""",853. Positif
623,"854. ""Bp Sekretaris @bpsdmdjtg @provjateng Mewakili Bp Ka @bpsdmdjtg Utk Berkenan Membuka Secara Resmi Uji Kompetensi Barang &amp; Jasa Pemerintah @bpsdmdjtg @provjateng Th 2022#ASNBerAKHLAK #JatengGayeng @LAN_RI @LKPP_RI @IrwantoArief1 @bkdjatengprov https://t.co/KBicJeEG1I""",854. Positif
624,"855. ""Segenap Pimpinan dan Pegawai LKPP Mengucapkan selamat dan sukses atas dilantiknya H. Abdullah Azwar Anas, https://t.co/gxEBuS9zcZsebagai Menteri Pendayaagunaan Aparatur Negara dan Reformasi Birokrasi pada Kabinet Indonesia Maju#LKPP https://t.co/OctIxAP64B""",855. Positif
625,"856. ""@godham5 @Dipertuanagung @KPK_RI @KejaksaanRI @ST_Burhanuddin @Puspenkum @LKPP_RI Awasi....Amati 👌""",856. Netral
626,"857. ""Bolehkah Dinas menerima Cash Back dr Distributor, atas pembelian Pengadaan Barjas (E'catalog) 🤔Mohon pencerahannya dari : @Dipertuanagung @KPK_RI @KejaksaanRI @ST_Burhanuddin@Puspenkum @LKPP_RI 🙏🙏🙏""",857. Netral
627,"858. ""Sejauh ini etalase yang dimiliki oleh BMKG  berjumlah 11 etalase, dengan jumlah produk 402, produk PDN dengan produk berTKDN berjumlah 113 produk.""",858. Netral
628,"859. ""LKPP sebagai regulator instansi yang membangun sistem memiliki tugas memastikan semua KL PD memiliki kapabilitas mengelola katalog sektoral maupun katalog daerah.""",859. Positif
629,"860. ""Untuk mencapai target arahan presiden, 40% produk PMK dan PDN, LKPP tidak bisa sendirian, saat ini target itu menjadi target bersama, Untuk mencapai target arahan presiden, 40% produk PMK dan PDN, LKPP tidak bisa sendirian, saat ini target itu menjadi target bersama,""",860
630,"871. ""Untuk itu, ia menyarankan agar para pengelola UKPBJ dapat mengkomunikasikan kepada kepala daerah masing-masing terkait kebijakan Katalog Lokal baru yang pro UMK dan Koperasi.""",871. Netral
631,"872. """"Ini momentum bagi kepala daerah untuk memberi ruang kepada pelaku usaha lokal agar lebih berkembang dengan memanfaatkan belanja melalui Katalog Lokal. "" kata Anas saat menerima audiensi UKPBJ se-Provinsi Lampung, Selasa (06/09) di kantor LKPP di Jakarta.""",872. Positif
632,"873. ""Kepala LKPP Abdullah Azwar Anas mengatakan, sudah saatnya para Kepala Daerah untuk lebih memerhatikan belanja APBD melalui Katalog Lokal karena menjadi salah satu target prioritas Presiden untuk mengangkat UMKM. https://t.co/R2IhMWi0Ho""",873. Positif
633,"874. ""Jakarta - Pemerintah Daerah dapat mendorong pertumbuhan industri produk lokal dan UMK dengan memanfaatkan belanja melalui Katalog Lokal. Dengan Katalog Lokal, pelaku usaha lokal juga sekaligus belajar untuk beradaptasi dengan teknologi. https://t.co/fbxdDNHBYN""",874. Positif
634,"875. ""Yth Bapak @nadiemmakarim apakah dlm pengadaan TIK/Medpen TA.2022 (Cromebook, Konektor, Router, Proyektor) slruh item brg TIK/Medpen hrs m'punyai TKDN 🤔krn ada bbrp brg TIK/Medpen tsb (proyektor) tdk m'punyai TKDN.Cc : @Kemendiknas @LKPP_RI""",875. Netral
635,"876. ""Sekjen Kemnaker Anwar Sanusi mengatakan pihaknya mengapresiasi langkah LKPP dalam membantu Kemnaker. Ia meminta terus mendapat panduan dan kawalan dari LKPP agar tidak terjadi permasalahan di kemudian hari. https://t.co/lObxsGi2cb""",876. Positif
636,"877. """"Sekarang dengan inovasi sudah memudahkan penayangan dan pengelolaan katalog elektronik. Setiap UKPBJ bisa membuat telaahan dan etalase produk secara mandiri. "" terang Gatot. https://t.co/IoIx6vFCC2""",877. Positif
637,"878. ""Untuk itu, komponen SDM dalam UKPBJ harus kuat karena mereka adalah tulang punggung belanja barang/jasa di kementerian.""",878. Netral
638,"879. ""Deputi Bidang Monitirong Evaluasi dan Pengembangan Sistem Informasi LKPP Gatot Pambudhi Poetranto menambahkan, telaah kebutuhan produk dilakukan oleh UKPBJ melalui JFPPBJ.""",879. Netral
639,"880. """"Bila ada data email, kita akan kirim email verifikasi kepada pelaku usaha binaan untuk mempunyai akun SPSE, sehingga bisa otomatis terdaftar. Dengan begitu bisa langsung menginput produk dalam Katalog Elektronik."" papar Setya saat melakukan audiensi bersama Kemenaker, (05/09).""",880
640,"881. ""Untuk memudahkan proses onboarding ke dalam sistem Katalog Sektoral Kemnaker, LKPP telah melakukan sejumlah langkah strategis. Salah satu diantaranya akan memanfaatkan data UMK binaan/mitra Kemnaker yang memiliki email/whatsapp. https://t.co/dtwtC8nLPH""",881. Netral
641,"882. ""Deputi Bidang Hukum dan Penyelesaian Sanggah LKPP Setya Budi Arijanta mengatakan, Kemnaker dapat memanfaatkan pelaku usaha binaan untuk menjual produknya dalam Katalog Elektronik ataupun Toko Daring.""",882. Positif
642,"883. ""Jakarta - LKPP mendorong Kementerian Ketenagakerjaan (Kemnaker) mengoptimalkan penggunaan produk dalam negeri (PDN). Salah satu caranya adalah dengan memanfaatkan Katalog Sektoral. https://t.co/cnMZEY8pUu""",883. Positif
643,"884. ""@CombatCall @lopp @pomp @elonmusk @LKPP_RI @mshaanshahid""",884. Netral
644,"885. ""Beberapa topik diskusi juga terkait dengan pengelolaan nikel, batubara dan rumput laut sebagai peluang bisnis yang dapat dikembangkan oleh kedua negara. Filipina sendiri berharap bahwa mereka dapat mengembangkan sistem katalog yang mampu mendukung proses pengadaan di negaranya.""",885. Positif
645,"886. ""Adapun kegiatan Bussines Meeting yang diinisiasi oleh Kementerian Koordinator Bidang Kemaritiman dan Investasi ini merupakan bagian dari rangkaian kegiatan kunjungan kerja Presiden Filipina ke Indonesia saat ini. https://t.co/fdIDNz8yaw""",886. Positif
646,"887. ""Direktur Pengembangan Iklim Usaha dan Kerjasama Internasional Dwi Wahyuni Kartianingsih mewakili LKPP dalam diskusi yang berlangsung di Hotel Mulia, Jakarta (5/9).""",887. Positif
647,"888. ""Hadir dalam kegiatan Indonesia - Philippine Business Meeting bertajuk Digitalisasi diskusi hangat seputar Katalog Elektronik berlangsung hangat. https://t.co/KUvxFEF5ym""",888. Positif
648,"889. ""Jakarta - Potensi Katalog Elektronik yang dikelola oleh LKPP menjadi primadona baru yang dilirik oleh salah satu negara sahabat Indonesia, Filipina. https://t.co/xZYVzd5p1P""",889. Positif
649,"890. ""Lebih lanjut, Robin mengatakan sangat optimis LKPP mampu membuat program-program perbaikan dalam pengelolaan manajemen ASN sehingga dapat memacu peningkatan kompetensi dan kinerja ASN di lingkungan LKPP. https://t.co/qbjxUxRzWg""",890. Posit
650,"891. ""--Dari sisi peringkat, kita masih mempunyai kesempatan untuk meningkatkan peringkat yang sudah kita peroleh dan memperbaiki kategori lainnya yang belum baik.” Ujar Robin.""",891. Netral
651,"892. ""“Penghargaan ini merupakan hasil dari upaya-upaya yang telah kita lakukan, tentunya masih banyak PR yang harus kita kerjakan.--""",892. Positif
652,"893. ""Robin mengatakan bahwa BKN Awards yang diterima oleh LKPP ini menunjukkan adanya apresiasi dari Instansi Pembina yakni BKN atas upaya yang telah dilakukan oleh LKPP selama ini.""",893. Positif
653,"894. ""Senin (5/9), penghargaan tersebut diserahkan secara langsung oleh Plt. Kepala BKN Bima Haria Wibisana kepada Sekretaris Utama LKPP Robin Asad Suryo dalam acara Penyerahan BKN Award Tahun 2022 Instansi Pusat secara luring di Jakarta. https://t.co/kUw7cMhJYH""",894. Positif
654,"895. ""Dua jenis penghargaan tersebut yakni Peringkat 2 atas capaian dalam Penilaian Kompetensi dan Peringkat 5 atas capaian dalam Implementasi penerapan Manajemen kinerja.""",895. Netral
655,"896. ""Jakarta - LKPP terus menjaga komitmen dalam menyelenggarakan manajemen ASN di LKPP. Atas komitmen tersebut, LKPP berhasil meraih 2 kategori penghargaan dalam helatan BKN Award 2022 pada 22 Juli 2022 lalu kategori instansi pusat. https://t.co/i26fLsExQ6""",896. Positif
656,"897. ""Selanjutnya Anas mendukung dan optimistis komitmen wali kota seluruh Indonesia dalam mendorong pembelian produk dalam negeri (PDN) dan UMK-Koperasi. Mengutip riset BPS, optimalisasi belanja PDN oleh pemerintah hingga Rp400 triliun akan menghasilkan pertumbuhan ekonomi 1,7 persen.""",897. Netral
657,"898. ""Anas mengungkapkan bahwa capaian tersebut tidak akan bisa berjalan apabila dikerjakan sendiri oleh LKPP, oleh karenanya LKPP melibatkan banyak pihak terkait di dalamnya. Tidak hanya elemen pemerintah pusat, namun juga pemerintah daerah. https://t.co/38twdF0SuU""",898. Positif
658,"899. ""“Jika bukan karena kerja keras bapak ibu sekalian Walikota se-Indonesia, para Gubernur, bupati, dan juga Kementerian/Lembaga terkait, target untuk produk lokal dapat tayang pada katalog elektronik tidak mungkin dapat kami capai,” ujarnya.""",899. Positif
659,"900. ""Dalam kesempatan itu, Anas menyampaikan apresiasi setinggi-tingginya kepada para pimpinan K/L/PD yang telah membersamai LKPP dalam membangun dan menayangkan produk dalam Katalog Elektronik Nasional, Sektoral dan Lokal. https://t.co/SiIDDqCsMr""",900
660,"901. ""Kegiatan jalan santai yang menempuh jarak kurang lebih 3 kilometer ini menjadi pembuka diskusi Kompas Collaboration Forum – City Leaders Community #APEKSInergi yang ketiga dengan tema “Mengoptimalkan Pemanfaatan Produk Lokal demi Pemulihan Ekonomi dan Antisipasi Resesi”.""",901. Netral
661,"902. ""Tampak hadir Menteri Pariwisata dan Ekonomi Kreatif Sandiaga Uno, Ketua APEKSI yang juga Wali Kota Bogor Bima Arya, Wakil Pemimpin Umum Harian Kompas Budiman Tanuredjo, Pemimpin Redaksi Harian Kompas Sutta Dharmasaputra, dan 14 walikota se-Indonesia. https://t.co/XjU1BOSBE4""",902. Netral
662,"903. ""BOGOR - Kepala LKPP Abdullah Azwar Anas mengikuti jalan santai bersama para walikota yang tergabung dalam Asosiasi Pemerintah Kota Seluruh Indonesia (APEKSI) yang digelar di Bogor, Sabtu (3/9/2022). https://t.co/x6IhXIykom""",903. Netral
663,"904. ""@FALAAAA @pejabrut @torenorange @BetaEpsilonPhi @kpertiwi29 @pnsdaerahjelata @LKPP_RI Bukan kenyamanan, tapi keamanan.""",904. Positif
664,"905. ""@torenorange @BetaEpsilonPhi @kpertiwi29 @pejabrut @pnsdaerahjelata @LKPP_RI memang bebas, memang benar, gapake nego, langsung gas aja brapapun penawarannya sahhhcuma kalo uda paid 100% sebelum pekerjaan selesai 100% misal penyedia bangkrut, sedang kerjaan baru 30%, apaka teman teman pibijai bs bobo nyenyak? bisa, minum antimo 2 tablet""",905. Positif
665,"906. ""Kepada Yth, Bapak/Ibu;@jokowi@puanmaharani_ri@bambangsoesatyo@mohmahfudmd@LaNyallaMM1@ListyoSigitP@LKPP_RI@BPKPgoid@Dr_Moeldoko@AliNgabalinNew@malikul100@Yusrilihza_Mhd@ruhutsitompul@hotmanParisLihat video DutaKeadilanRakyat! #TikTok https://t.co/u2Wghj33oc""",906. Netral
666,"907. ""@torenorange @BetaEpsilonPhi @kpertiwi29 @pejabrut @pnsdaerahjelata @LKPP_RI setau sy pbj dikecualikan itu msk di thp pelaksanaan pbj kak, kalo urusan payment ttp harus pakai jaminan uang muka/jaminan pelaksanaan, dah beda ranah alias mndg phk 3 aja drpda resiko kena audit,mahal gpp toh duit rakyat (iya emg org2 pbj auto bego demi kenyamanan hidupnya)""",907. Positif
667,"908. ""@AnterAjah @kpertiwi29 Coba konsultasi ke @LKPP_RI""",908. Netral
668,"909. ""@Stahilar19 @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil @pejabrut Alasan yg jelas itu kyk gmn?misal alasannya kualitas dan durabilitas produk apakah bisa tanpa tela'ah terlebih dahulu?""",909. Netral
669,"910. ""@xrifanx @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil @pejabrut Bisa beli diluar TKDN asal alasannya jelas dan dapat izin, baru pekan lalu ngadain PC untuk VR harga 52jt impor dpt izin dari kementerian""",910. Posit
670,"911. ""@ErrorPasButuh @xrifanx @PNS_Ababil @LKPP_RI @PNS_Garis_Lucu @pns_it @pejabrut Pengadaan langsung""",911. Netral
671,"912. ""@xrifanx @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil @pejabrut Bukannya ga harus pake e katalog ya? Di sirup tulisannya E-purchasing kan? Berarti harusnya bisa via marketplace yang udah kerjasama""",912. Positif
672,"913. ""IDMU 2022 diikuti lebih dari 50 booth peserta yang terdiri dari jasa ekspedisi, perbankan, dan produsen dalam negeri.""",913. Netral
673,"914. ""Beberapa peserta juga membuka kesempatan usaha bagi orang perorang dengan menjadi reseller maupun dropshipper. Acara ini diharapkan dapat menumbuhkan jiwa enterpreneurship peserta yang hadir, bahkan dengan tanpa modal. https://t.co/bXxqxKIxGJ""",914. Positif
674,"915. ""Zaki salah satu peserta mengungkapkan mengikuti acara ini untuk meningkatkan branding. Pihaknya juga membuka peluang bagi UMKM untuk dapat bergabung.""",915. Positif
675,"916. ""Menteri Koperasi dan UKM Teten Masduki saat berkunjung ke booth LKPP mengatakan partisipasi LKPP dapat dimanfaatkan dengan baik oleh para pelaku usaha untuk memperluas wawasan terkait PBJ pemerintah. Selebihnya, mereka dapat segera bergabung dalam Katalog Elektronik. https://t.co/Uzc9vLpDmq""",916. Positif
676,"917. ""LKPP membuka booth konsultasi katalog elektronik pada kegiatan Indonesia Digital Meet Up 2022 yang diselenggarakan pada 1-2 September di Smesco Convention Hall. https://t.co/IoHBzlybd9""",917. Positif
677,"918. ""Untuk menghindari hal tersebut, yuk kita sama-sama cek lagi, apakah kita benar-benar sudah memahami prosedur pengenaan Sanksi Daftar Hitam. Penyedia berkinerja baik akan menghasilkan barang/jasa yang baik.#LKPP #KawalPengadaan#PembinaanPenyedia #PengadaanBaik https://t.co/VHyIoaEhcg""",918. Positif
678,"919. ""Salah satu bentuk Pembinaan kepada Pelaku Usaha adalah berupa pengenaan Sanksi Daftar Hitam. Namun dalam implementasinya, acap kali ditemukan kesalahan seperti waktu penayangan yang lebih lama dari semestinya. https://t.co/z3C2iIVmNb""",919. Netral
679,"920. ""LKPP berharap Seminar Peluang Usaha dalam Pengadaan Barang/Jasa Internasional pada proyek-proyek yang didanai IsDB dapat menjadi angin segar bagi para pelaku usaha untuk dapat memperluas jangkauan usahanya baik di dalam maupun luar negeri. https://t.co/rmauhvOZIg""",920
680,"941. ""Kepala LKPP Abdullah Azwar Anas yang hadir dalam acara itu mengapresiasi progres yang sudah tercapai hingga saat ini, dan mendukung pembangunan IKN bukan hanya pembangunan fisik semata, namun juga mempersiapkan tumbuhnya titik-titik ekonomi baru. https://t.co/PEDlpbAqKC""",941. Netral
681,"942. ""Jakarta - Pemerintah menggelar prosesi penandatanganan kontrak secara simbolis terkait pekerjaan pembangunan infrastruktur ibu kota negara (IKN) di Auditorium Kementerian Pekerjaan Umum dan Perumahan Rakyat (KemenPUPR), Senin (29/8/2022). https://t.co/XV5DYmQV8m""",942. Netral
682,"943. ""Jokowi Ingatkan Kepala @LKPP_RI: Belanja Pemerintah Rp 800 T Harus Produk UMKM https://t.co/Il0EBD90oM""",943. Positif
683,"944. ""LPSE; ""Layanan Pengadaan Sesuai pEsanan"" karena dikota Sungai Penuh ULP jadi ""Unit Layanan Pesanan"" utk memenangkan tender, jangan sampai LKPP jadi ""Lembaga Kebijakan Pengaturan Barang/Jasa sesuai Pesanan"".#IndonesiaHebat@LKPPLPSE@eproc_LKPP @LKPP_RI@KPK_RI @KejaksaanRI""",944. Netral
684,"945. ""@setkabgoid @jokowi @LKPP_RI Harus nya seperti itu""",945. Netral
685,"946. ""Tiap mau simpan kontrak selalu spt ini, sudah terjadi hampir 3 hari. Kenapa inii ? @LKPP_RI https://t.co/UewAULpgNj""",946. Negatif
686,"947. ""Anti Impor Bukan Solusi Kemandirian Industri Nasional karena Mudah Diakali https://t.co/4fgQ4PGX26 ideal acuan persyaratan sangat ketat dan audit konten lokal pengadaan barang jasa diterapkan tegas via sanksi ""black list"" dan denda jika diakali @LKPP_RI @BPKPgoid @KADIN_Indonesia""",947. Positif
687,"948. ""@setkabgoid @jokowi @LKPP_RI Akhirnya KOPIPAIT sebagai tool itu nyata..""",948. Netral
688,"949. ""@arie100101 @xrifanx @LKPP_RI @PNS_Garis_Lucu @pns_it @PNS_Ababil @pejabrut Pengadaan laptop baru aja, masa merk Dell baru berapa bulan udh banyak yg rusak, jangan2 isinya rakitan juga cuman ditempel merk Dell.""",949. Negatif
689,"950. ""@LKPP_RI min @LKPP_RI apakah penyedia jasa yg diluar pt yg masuk katalog tersebut tidak punya kesempatan mendapat kue apbn apbd?mungkin dan seringa. harga malah lebih murah dari harga pt yg masuk katalogb  layanan bisa diluar jam kerja bahkan ada yg dijemputkompetisinya bagaimana""",950
690,"951. ""“Hal itu bisa dilakukan dengan memasukkan produk seperti makan minum rapat, seragam, atau furnitur untuk kebutuhan perkantoran.“ kata Anas di sela-sela pembukaan Masjid Al Ikhwan, Jumat (26/08) di Sumedang. https://t.co/g4NMveBoCF""",951. Netral
691,"952. ""Ia menyebutkan, LKPP sudah mempermudah Pemerintah Daerah untuk dapat secara otomatis menjadi pengelola Katalog Elektronik Lokal.  Selain itu, LKPP juga telah menyediakan 13 etalase yang dapat diisi oleh pelaku usaha lokal di daerah, termasuk Kabupaten Sumedang. https://t.co/UvPadMR5oN""",952. Netral
692,"953. ""Untuk itu, Anas meminta Kabupaten Sumedang segera memfasilitasi pelaku usaha mikro, kecil dan menengah (UMKM) untuk masuk ke dalam Katalog Elektronik Lokal.""",953. Netral
693,"954. ""Sumedang - Kepala Lembaga Kebijakan Pengadaan Barang/Jasa Pemerintah (LKPP) Abdullah Azwar Anas mengapresiasi langkah percepatan yang dilakukan oleh Kabupaten Sumedang untuk melakukan belanja PDN-UMK melalui Katalog Elektronik Lokal. https://t.co/KUx5IvlSwV""",954. Netral
694,"955. ""--Ternyata dengan masa lalu yang hebat, PT Pos Indonesia dapat melakukan adaptasi dan inovasi seiring perkembangan zaman,” kata Anas""",955. Positif
695,"956. """"Saya sangat mengapresiasi inovasi yang dilakukan PT Pos dalam melakukan transformasi digital. Karena saat ini kita sedang membutuhkan langkah-langkah percepatan belanja pemerintah menggunakan Jasa Pengiriman melalui Katalog Elektronik.-- https://t.co/zFnlLNNJA9""",956. Positif
696,"957. ""“Dan ini jadi semakin transparan. Jika sebelumnya ongkos kirim untuk jasa pengiriman tidak tercatat, saat ini kita akan bisa memetakan berapa besar sebenarnya biaya yang dikeluarkan pemerintah untuk logistik,” tegas Anas. https://t.co/XDcfVKIDvr""",957. Positif
697,"958. ""Sebelumnya, dalam proses pengadaan barang pemerintah, pengiriman barang dilakukan terpisah secara manual. Kini, jasa pengiriman telah masuk dalam ekosistem Katalog Elektronik.""",958. Netral
698,"959. ""Hal tersebut disampaikan Anas saat menghadiri Launching Perdana Layanan Pos Indonesia di Katalog Elektronik LKPP di Gedung Pos, Bandung, Jumat (26/8).""",959. Netral
